scientific_name,chinese_name,matched_scientific_name,inaturalist_taxon_id,rank,record_count,iconic_taxon_name,taxon_kingdom_name,taxon_class_name,taxon_family_name,taxon_genus_name,observations_count,source,error,queried_at
Hibiscus radiatus,辐射刺芙蓉,Sabdariffa radiata,1687405,species,4,Plantae,Plantae,Magnoliopsida,Malvaceae,Hibiscus,514,iNaturalist,,2026-06-16T19:00:17
Hibiscus rosa-sinensis,吊灯扶桑,Hibiscus schizopetalus,62877,species,264,Plantae,Plantae,Magnoliopsida,Malvaceae,Hibiscus,4263,iNaturalist,,2026-06-16T19:02:54
Hibiscus sabdariffa,玫瑰茄,Hibiscus sabdariffa,163773,species,1,Plantae,Plantae,Magnoliopsida,Malvaceae,Hibiscus,4742,iNaturalist,,2026-06-16T19:00:19
Hibiscus schizopetalus,吊灯扶桑,Hibiscus schizopetalus,62877,species,15,Plantae,Plantae,Magnoliopsida,Malvaceae,Hibiscus,4263,iNaturalist,,2026-06-16T19:00:19
Hibiscus syriacus,,,,,27,Plantae,Plantae,Magnoliopsida,Malvaceae,Hibiscus,,,,
Hibiscus tiliaceus,黄槿,Hibiscus tiliaceus,62868,species,32,Plantae,Plantae,Magnoliopsida,Malvaceae,Hibiscus,21838,iNaturalist,,2026-06-16T19:00:20
Hieracium murorum,墙山柳菊,Hieracium murorum,163793,species,1,Plantae,Plantae,Magnoliopsida,Asteraceae,Hieracium,10039,iNaturalist,,2026-06-16T19:00:21
Hierococcyx sparverioides,,,,,11,Aves,Animalia,Aves,Cuculidae,Hierococcyx,,,,
Hierodula patellifera,广斧螳,Hierodula patellifera,328037,species,36,Insecta,Animalia,Insecta,Mantidae,Hierodula,18146,iNaturalist,,2026-06-16T19:00:22
Hieroglyphus tonkinensis,异歧蔗蝗,Hieroglyphus tonkinensis,470581,species,1,Insecta,Animalia,Insecta,Acrididae,Hieroglyphus,1011,iNaturalist,,2026-06-16T19:00:22
Himantopus himantopus,黑翅长脚鹬,Himantopus himantopus,4835,species,17,Aves,Animalia,Aves,Recurvirostridae,Himantopus,59386,iNaturalist,,2026-06-16T19:00:23
Hipoepa biasalis,,,,,1,Insecta,Animalia,Insecta,Erebidae,Hipoepa,,,,
Hippeastrum puniceum,,,,,18,Plantae,Plantae,Liliopsida,Amaryllidaceae,Hippeastrum,,,,
Hippeastrum reticulatum,,,,,11,Plantae,Plantae,Liliopsida,Amaryllidaceae,Hippeastrum,,,,
Hippeastrum striatum,朱顶红,Hippeastrum striatum,348760,species,23,Plantae,Plantae,Liliopsida,Amaryllidaceae,Hippeastrum,612,iNaturalist,,2026-06-16T19:00:24
Hippobroma longiflora,马醉草,Hippobroma longiflora,154827,species,3,Plantae,Plantae,Magnoliopsida,Campanulaceae,Hippobroma,9066,iNaturalist,,2026-06-16T19:00:25
Hippocratea volubilis,,,,,1,Plantae,Plantae,Magnoliopsida,Celastraceae,Hippocratea,,,,
Hipposideros armiger,,,,,1,Mammalia,Animalia,Mammalia,Hipposideridae,Hipposideros,,,,
Hippotion rosetta,,,,,4,Insecta,Animalia,Insecta,Sphingidae,Hippotion,,,,
Hiptage benghalensis,,,,,8,Plantae,Plantae,Magnoliopsida,Malpighiaceae,Hiptage,,,,
Hirundapus caudacutus,,,,,1,Aves,Animalia,Aves,Apodidae,Hirundapus,,,,
Hirundo rustica,,,,,36,Aves,Animalia,Aves,Hirundinidae,Hirundo,,,,
Holmskioldia sanguinea,,,,,8,Plantae,Plantae,Magnoliopsida,Lamiaceae,Holmskioldia,,,,
Holochlora japonica,,,,,10,Insecta,Animalia,Insecta,Tettigoniidae,Holochlora,,,,
Holotrichia lata,,,,,11,Insecta,Animalia,Insecta,Scarabaeidae,Holotrichia,,,,
Homalium cochinchinense,,,,,52,Plantae,Plantae,Magnoliopsida,Salicaceae,Homalium,,,,
Homalomena occulta,,,,,2,Plantae,Plantae,Liliopsida,Araceae,Homalomena,,,,
Homalomena philippinensis,,,,,2,Plantae,Plantae,Liliopsida,Araceae,Homalomena,,,,
Homidia socia,,,,,5,Animalia,Animalia,Entognatha,Entomobryidae,Homidia,,,,
Homoneura unguiculata,,,,,5,Insecta,Animalia,Insecta,Lauxaniidae,Homoneura,,,,
Hosta plantaginea,玉簪,Hosta plantaginea,145718,species,100,Plantae,Plantae,Liliopsida,Asparagaceae,Hosta,3554,iNaturalist,,2026-06-16T19:04:34
Hosta sieboldiana,,,,,1,Plantae,Plantae,Liliopsida,Asparagaceae,Hosta,,,,
Hosta sieboldii,,,,,5,Plantae,Plantae,Liliopsida,Asparagaceae,Hosta,,,,
Hosta ventricosa,,,,,2,Plantae,Plantae,Liliopsida,Asparagaceae,Hosta,,,,
Houttuynia cordata,,,,,9,Plantae,Plantae,Magnoliopsida,Saururaceae,Houttuynia,,,,
Howea forsteriana,,,,,4,Plantae,Plantae,Liliopsida,Arecaceae,Howea,,,,
Hoya australis,,,,,1,Plantae,Plantae,Magnoliopsida,Apocynaceae,Hoya,,,,
Hoya carnosa,,,,,2,Plantae,Plantae,Magnoliopsida,Apocynaceae,Hoya,,,,
Huechys sanguinea,,,,,2,Insecta,Animalia,Insecta,Cicadidae,Huechys,,,,
Humulus scandens,,,,,1,Plantae,Plantae,Magnoliopsida,Cannabaceae,Humulus,,,,
Hyalobathra undulinea,,,,,1,Insecta,Animalia,Insecta,Crambidae,Hyalobathra,,,,
Hyalopeplus spinosus,,,,,1,Insecta,Animalia,Insecta,Miridae,Hyalopeplus,,,,
Hyblaea firmamentum,,,,,1,Insecta,Animalia,Insecta,Hyblaeidae,Hyblaea,,,,
Hydrangea chinensis,,,,,1,Plantae,Plantae,Magnoliopsida,Hydrangeaceae,Hydrangea,,,,
Hydrangea macrophylla,,,,,17,Plantae,Plantae,Magnoliopsida,Hydrangeaceae,Hydrangea,,,,
Hydrangea paniculata,,,,,1,Plantae,Plantae,Magnoliopsida,Hydrangeaceae,Hydrangea,,,,
Hydrangea petiolaris,,,,,4,Plantae,Plantae,Magnoliopsida,Hydrangeaceae,Hydrangea,,,,
Hydrilla verticillata,,,,,8,Plantae,Plantae,Liliopsida,Hydrocharitaceae,Hydrilla,,,,
Hydrillodes lentalis,,,,,6,Insecta,Animalia,Insecta,Erebidae,Hydrillodes,,,,
Hydrillodes nilgirialis,,,,,1,Insecta,Animalia,Insecta,Erebidae,Hydrillodes,,,,
Hydrocleys nymphoides,,,,,3,Plantae,Plantae,Liliopsida,Alismataceae,Hydrocleys,,,,
Hydrocotyle acutiloba,,,,,4,Plantae,Plantae,Magnoliopsida,Araliaceae,Hydrocotyle,,,,
Hydrocotyle batrachium,,,,,1,Plantae,Plantae,Magnoliopsida,Araliaceae,Hydrocotyle,,,,
Hydrocotyle bonariensis,,,,,1,Plantae,Plantae,Magnoliopsida,Araliaceae,Hydrocotyle,,,,
Hydrocotyle heteromeria,,,,,1,Plantae,Plantae,Magnoliopsida,Araliaceae,Hydrocotyle,,,,
Hydrocotyle leucocephala,,,,,1,Plantae,Plantae,Magnoliopsida,Araliaceae,Hydrocotyle,,,,
Hydrocotyle nepalensis,,,,,7,Plantae,Plantae,Magnoliopsida,Araliaceae,Hydrocotyle,,,,
Hydrocotyle novae-zeelandiae,,,,,1,Plantae,Plantae,Magnoliopsida,Araliaceae,Hydrocotyle,,,,
Hydrocotyle sibthorpioides,天胡荽,Hydrocotyle sibthorpioides,128684,species,111,Plantae,Plantae,Magnoliopsida,Araliaceae,Hydrocotyle,4911,iNaturalist,,2026-06-16T19:04:20
Hydrocotyle umbellata,,,,,6,Plantae,Plantae,Magnoliopsida,Araliaceae,Hydrocotyle,,,,
Hydrocotyle verticillata,南美天胡荽,Hydrocotyle verticillata,60121,species,138,Plantae,Plantae,Magnoliopsida,Araliaceae,Hydrocotyle,9645,iNaturalist,,2026-06-16T19:03:46
Hydrocotyle vulgaris,,,,,1,Plantae,Plantae,Magnoliopsida,Araliaceae,Hydrocotyle,,,,
Hydrotaea chalcogaster,斑跖齿股蝇,Hydrotaea chalcogaster,477089,species,82,Insecta,Animalia,Insecta,Muscidae,Hydrotaea,1488,iNaturalist,,2026-06-16T19:05:22
Hygroamblystegium varium,,,,,1,Plantae,Plantae,Bryopsida,Amblystegiaceae,Hygroamblystegium,,,,
Hygrophila polysperma,,,,,1,Plantae,Plantae,Magnoliopsida,Acanthaceae,Hygrophila,,,,
Hylarana guentheri,,,,,8,Amphibia,Animalia,Amphibia,Ranidae,Hylarana,,,,
Hylarana latouchii,,,,,1,Amphibia,Animalia,Amphibia,Ranidae,,,,,
Hylarana taipehensis,,,,,1,Amphibia,Animalia,Amphibia,Ranidae,Hylarana,,,,
Hymenocallis littoralis,,,,,5,Plantae,Plantae,Liliopsida,Amaryllidaceae,Hymenocallis,,,,
Hymenocallis speciosa,,,,,14,Plantae,Plantae,Liliopsida,Amaryllidaceae,Hymenocallis,,,,
Hymenochaete microcycla,,,,,2,Fungi,Fungi,Agaricomycetes,Hymenochaetaceae,Hymenochaete,,,,
Hyophila involuta,卷叶湿地藓,Hyophila involuta,163949,species,300,Plantae,Plantae,Bryopsida,Pottiaceae,Hyophila,2833,iNaturalist,,2026-06-16T19:02:52
Hyophila propagulifera,,,,,4,Plantae,Plantae,Bryopsida,Pottiaceae,Hyophila,,,,
Hyophorbe lagenicaulis,,,,,6,Plantae,Plantae,Liliopsida,Arecaceae,Hyophorbe,,,,
Hypena laceratalis,,,,,1,Insecta,Animalia,Insecta,Erebidae,Hypena,,,,
Hypericum monogynum,,,,,2,Plantae,Plantae,Magnoliopsida,Hypericaceae,Hypericum,,,,
Hyperphyscia adglutinata,,,,,1,Fungi,Fungi,Lecanoromycetes,Physciaceae,Hyperphyscia,,,,
Hypocala deflorata,,,,,1,Insecta,Animalia,Insecta,Erebidae,Hypocala,,,,
Hypolimnas bolina,,,,,20,Insecta,Animalia,Insecta,Nymphalidae,Hypolimnas,,,,
Hypolytrum nemorum,,,,,1,Plantae,Plantae,Liliopsida,Cyperaceae,Hypolytrum,,,,
Hypomeces pulviger,,,,,3,Insecta,Animalia,Insecta,Curculionidae,Hypomeces,,,,
Hypomecis transcissa,,,,,4,Insecta,Animalia,Insecta,Geometridae,Hypomecis,,,,
Hypomyces aurantius,,,,,1,Fungi,Fungi,Sordariomycetes,Hypocreaceae,Hypomyces,,,,
Hyposidra infixaria,,,,,1,Insecta,Animalia,Insecta,Geometridae,Hyposidra,,,,
Hyposidra talaca,,,,,16,Insecta,Animalia,Insecta,Geometridae,Hyposidra,,,,
Hypospila bolinoides,,,,,1,Insecta,Animalia,Insecta,Erebidae,Hypospila,,,,
Hypothymis azurea,,,,,1,Aves,Animalia,Aves,Monarchidae,Hypothymis,,,,
Hypoxylon howeanum,,,,,1,Fungi,Fungi,Sordariomycetes,Hypoxylaceae,Hypoxylon,,,,
Hypserpa nitida,,,,,7,Plantae,Plantae,Magnoliopsida,Menispermaceae,Hypserpa,,,,
Hypsipetes leucocephalus,,,,,3,Aves,Animalia,Aves,Pycnonotidae,Hypsipetes,,,,
Hypsiscopus plumbea,,,,,1,Reptilia,Animalia,Reptilia,Homalopsidae,Hypsiscopus,,,,
Hysteroneura setariae,,,,,5,Insecta,Animalia,Insecta,Aphididae,Hysteroneura,,,,
Icerya purchasi,,,,,4,Insecta,Animalia,Insecta,Monophlebidae,Icerya,,,,
Icerya seychellarum,,,,,3,Insecta,Animalia,Insecta,Monophlebidae,Icerya,,,,
Ictinogomphus pertinax,,,,,2,Insecta,Animalia,Insecta,Gomphidae,Ictinogomphus,,,,
Idaea chotaria,,,,,1,Insecta,Animalia,Insecta,Geometridae,Idaea,,,,
Idaea impexa,,,,,3,Insecta,Animalia,Insecta,Geometridae,Idaea,,,,
Idaea ptyonopoda,,,,,1,Insecta,Animalia,Insecta,Geometridae,Idaea,,,,
Idgia dubia,,,,,1,Insecta,Animalia,Insecta,Prionoceridae,Idgia,,,,
Ilex asprella,秤星树,Ilex asprella,556243,species,55,Plantae,Plantae,Magnoliopsida,Aquifoliaceae,Ilex,4404,iNaturalist,,2026-06-16T19:09:43
Ilex cornuta,,,,,3,Plantae,Plantae,Magnoliopsida,Aquifoliaceae,Ilex,,,,
Ilex kusanoi,,,,,2,Plantae,Plantae,Magnoliopsida,Aquifoliaceae,Ilex,,,,
Ilex mitis,,,,,1,Plantae,Plantae,Magnoliopsida,Aquifoliaceae,Ilex,,,,
Ilex pubescens,毛冬青,Ilex pubescens,544839,species,83,Plantae,Plantae,Magnoliopsida,Aquifoliaceae,Ilex,1542,iNaturalist,,2026-06-16T19:05:18
Ilex rotunda,,,,,36,Plantae,Plantae,Magnoliopsida,Aquifoliaceae,Ilex,,,,
Illeis confusa,,,,,3,Insecta,Animalia,Insecta,Coccinellidae,Illeis,,,,
Illicium verum,,,,,1,Plantae,Plantae,Magnoliopsida,Schisandraceae,Illicium,,,,
Ilyoplax ningpoensis,,,,,1,Animalia,Animalia,Malacostraca,Dotillidae,Ilyoplax,,,,
Imleria badia,,,,,2,Fungi,Fungi,Agaricomycetes,Boletaceae,Imleria,,,,
Imma mylias,,,,,6,Insecta,Animalia,Insecta,Immidae,Imma,,,,
Impatiens chinensis,,,,,1,Plantae,Plantae,Magnoliopsida,Balsaminaceae,Impatiens,,,,
Impatiens hawkeri,新几内亚凤仙花,Impatiens hawkeri,349271,species,73,Plantae,Plantae,Magnoliopsida,Balsaminaceae,Impatiens,18263,iNaturalist,,2026-06-16T19:05:49
Impatiens noli-tangere,,,,,1,Plantae,Plantae,Magnoliopsida,Balsaminaceae,Impatiens,,,,
Impatiens walleriana,,,,,28,Plantae,Plantae,Magnoliopsida,Balsaminaceae,Impatiens,,,,
Imperata cylindrica,,,,,31,Plantae,Plantae,Liliopsida,Poaceae,Imperata,,,,
Indarbela obliquifasciata,,,,,3,Insecta,Animalia,Insecta,Metarbelidae,Indarbela,,,,
Indigofera spicata,,,,,1,Plantae,Plantae,Magnoliopsida,Fabaceae,Indigofera,,,,
Indotyphlops albiceps,,,,,2,Reptilia,Animalia,Reptilia,Typhlopidae,Indotyphlops,,,,
Indotyphlops braminus,,,,,6,Reptilia,Animalia,Reptilia,Typhlopidae,Indotyphlops,,,,
Ipomoea alba,,,,,1,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea aquatica,,,,,3,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea batatas,,,,,11,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea cairica,,,,,33,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea cordatotriloba,,,,,1,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea hederacea,,,,,3,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea mauritiana,,,,,2,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea nil,,,,,7,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea obscura,,,,,13,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea pes-caprae,,,,,12,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea purpurea,,,,,2,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea quamoclit,,,,,1,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea setosa,,,,,1,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Ipomoea triloba,,,,,3,Plantae,Plantae,Magnoliopsida,Convolvulaceae,Ipomoea,,,,
Iraota timoleon,,,,,6,Insecta,Animalia,Insecta,Lycaenidae,Iraota,,,,
Iresine diffusa,,,,,1,Plantae,Plantae,Magnoliopsida,Amaranthaceae,Iresine,,,,
Iridomyrmex anceps,,,,,28,Insecta,Animalia,Insecta,Formicidae,Iridomyrmex,,,,
Iris domestica,射干,Iris domestica,204330,species,132,Plantae,Plantae,Liliopsida,Iridaceae,Iris,10655,iNaturalist,,2026-06-16T19:03:54
Iris ensata,,,,,1,Plantae,Plantae,Liliopsida,Iridaceae,Iris,,,,
Iris laevigata,,,,,4,Plantae,Plantae,Liliopsida,Iridaceae,Iris,,,,
Iris pseudacorus,,,,,3,Plantae,Plantae,Liliopsida,Iridaceae,Iris,,,,
Irpiciporus pachyodon,,,,,1,Fungi,Fungi,Agaricomycetes,Cerrenaceae,Irpiciporus,,,,
Isachne globosa,,,,,3,Plantae,Plantae,Liliopsida,Poaceae,Isachne,,,,
Ischaemum muticum,,,,,1,Plantae,Plantae,Liliopsida,Poaceae,Ischaemum,,,,
Ischiodon scutellaris,,,,,1,Insecta,Animalia,Insecta,Syrphidae,Ischiodon,,,,
Ischnura senegalensis,,,,,31,Insecta,Animalia,Insecta,Coenagrionidae,Ischnura,,,,
Ischyja ferrifracta,,,,,1,Insecta,Animalia,Insecta,Erebidae,Ischyja,,,,
Isodontia diodon,,,,,1,Insecta,Animalia,Insecta,Sphecidae,Isodontia,,,,
Itea chinensis,,,,,3,Plantae,Plantae,Magnoliopsida,Iteaceae,Itea,,,,
Itea parviflora,,,,,1,Plantae,Plantae,Magnoliopsida,Iteaceae,Itea,,,,
Ixeridium dentatum,,,,,1,Plantae,Plantae,Magnoliopsida,Asteraceae,Ixeridium,,,,
Ixeris chinensis,,,,,9,Plantae,Plantae,Magnoliopsida,Asteraceae,Ixeris,,,,
Ixora casei,,,,,49,Plantae,Plantae,Magnoliopsida,Rubiaceae,Ixora,,,,
Ixora chinensis,龙船花,Ixora chinensis,133308,species,253,Plantae,Plantae,Magnoliopsida,Rubiaceae,Ixora,10469,iNaturalist,,2026-06-16T19:02:56
Ixora coccinea,红龙船花,Ixora coccinea,133309,species,80,Plantae,Plantae,Magnoliopsida,Rubiaceae,Ixora,37083,iNaturalist,,2026-06-16T19:05:29
Ixora congesta,,,,,2,Plantae,Plantae,Magnoliopsida,Rubiaceae,Ixora,,,,
Ixora finlaysoniana,,,,,5,Plantae,Plantae,Magnoliopsida,Rubiaceae,Ixora,,,,
Ixora pavetta,,,,,1,Plantae,Plantae,Magnoliopsida,Rubiaceae,Ixora,,,,
Jacaranda mimosifolia,,,,,11,Plantae,Plantae,Magnoliopsida,Bignoniaceae,Jacaranda,,,,
Jacobaea maritima,,,,,1,Plantae,Plantae,Magnoliopsida,Asteraceae,Jacobaea,,,,
Jamides bochus,,,,,2,Insecta,Animalia,Insecta,Lycaenidae,Jamides,,,,
Jasminum elongatum,,,,,4,Plantae,Plantae,Magnoliopsida,Oleaceae,Jasminum,,,,
Jasminum grandiflorum,,,,,1,Plantae,Plantae,Magnoliopsida,Oleaceae,Jasminum,,,,
Jasminum lanceolarium,,,,,5,Plantae,Plantae,Magnoliopsida,Oleaceae,Jasminum,,,,
Jasminum mesnyi,,,,,1,Plantae,Plantae,Magnoliopsida,Oleaceae,Jasminum,,,,
Jasminum multiflorum,,,,,14,Plantae,Plantae,Magnoliopsida,Oleaceae,Jasminum,,,,
Jasminum nervosum,,,,,11,Plantae,Plantae,Magnoliopsida,Oleaceae,Jasminum,,,,
Jasminum officinale,,,,,5,Plantae,Plantae,Magnoliopsida,Oleaceae,Jasminum,,,,
Jasminum sambac,,,,,18,Plantae,Plantae,Magnoliopsida,Oleaceae,Jasminum,,,,
Jatropha curcas,,,,,1,Plantae,Plantae,Magnoliopsida,Euphorbiaceae,Jatropha,,,,
Jatropha gossypiifolia,,,,,1,Plantae,Plantae,Magnoliopsida,Euphorbiaceae,Jatropha,,,,
Jatropha integerrima,琴叶珊瑚,Jatropha integerrima,164240,species,188,Plantae,Plantae,Magnoliopsida,Euphorbiaceae,Jatropha,13737,iNaturalist,,2026-06-16T19:03:16
Juncus prismatocarpus,,,,,1,Plantae,Plantae,Liliopsida,Juncaceae,Juncus,,,,
Juncus repens,,,,,1,Plantae,Plantae,Liliopsida,Juncaceae,Juncus,,,,
Juniperus chinensis,圆柏,Juniperus chinensis,135925,species,94,Plantae,Plantae,Pinopsida,Cupressaceae,Juniperus,11851,iNaturalist,,2026-06-16T19:04:54
Juniperus rigida,,,,,1,Plantae,Plantae,Pinopsida,Cupressaceae,Juniperus,,,,
Juniperus squamata,,,,,1,Plantae,Plantae,Pinopsida,Cupressaceae,Juniperus,,,,
Junonia atlites,,,,,1,Insecta,Animalia,Insecta,Nymphalidae,Junonia,,,,
Junonia lemonias,,,,,3,Insecta,Animalia,Insecta,Nymphalidae,Junonia,,,,
Jurinea deltoidea,,,,,1,Plantae,Plantae,Magnoliopsida,Asteraceae,Jurinea,,,,
Justicia adhatoda,,,,,2,Plantae,Plantae,Magnoliopsida,Acanthaceae,Justicia,,,,
Justicia betonica,,,,,1,Plantae,Plantae,Magnoliopsida,Acanthaceae,Justicia,,,,
Justicia brandegeeana,,,,,1,Plantae,Plantae,Magnoliopsida,Acanthaceae,Justicia,,,,
Justicia carnea,,,,,1,Plantae,Plantae,Magnoliopsida,Acanthaceae,Justicia,,,,
Justicia gendarussa,,,,,19,Plantae,Plantae,Magnoliopsida,Acanthaceae,Justicia,,,,
Justicia procumbens,,,,,1,Plantae,Plantae,Magnoliopsida,Acanthaceae,Justicia,,,,
Justicia spicigera,,,,,1,Plantae,Plantae,Magnoliopsida,Acanthaceae,Justicia,,,,
Kaempferia galanga,,,,,1,Plantae,Plantae,Liliopsida,Zingiberaceae,Kaempferia,,,,
Kaempferia rotunda,,,,,6,Plantae,Plantae,Liliopsida,Zingiberaceae,Kaempferia,,,,
Kalanchoe blossfeldiana,,,,,9,Plantae,Plantae,Magnoliopsida,Crassulaceae,Kalanchoe,,,,
Kalanchoe daigremontiana,,,,,1,Plantae,Plantae,Magnoliopsida,Crassulaceae,Kalanchoe,,,,
Kalanchoe delagoensis,,,,,3,Plantae,Plantae,Magnoliopsida,Crassulaceae,Kalanchoe,,,,
Kalanchoe laetivirens,,,,,28,Plantae,Plantae,Magnoliopsida,Crassulaceae,Kalanchoe,,,,
Kalanchoe pinnata,,,,,21,Plantae,Plantae,Magnoliopsida,Crassulaceae,Kalanchoe,,,,
Kaliella depressa,,,,,3,Mollusca,Animalia,Gastropoda,Chronidae,Kaliella,,,,
Kaloula pulchra,花狭口蛙,Kaloula pulchra,326303,species,98,Amphibia,Animalia,Amphibia,Microhylidae,Kaloula,9686,iNaturalist,,2026-06-16T19:04:40
Kamalia priapus,,,,,2,Insecta,Animalia,Insecta,Notodontidae,Kamalia,,,,
Kandelia obovata,,,,,7,Plantae,Plantae,Magnoliopsida,Rhizophoraceae,Kandelia,,,,
Karomia speciosa,,,,,4,Plantae,Plantae,Magnoliopsida,Lamiaceae,Karomia,,,,
Kelawakaju frenata,,,,,1,Arachnida,Animalia,Arachnida,Salticidae,Kelawakaju,,,,
Khaya senegalensis,,,,,34,Plantae,Plantae,Magnoliopsida,Meliaceae,Khaya,,,,
Kigelia africana,,,,,3,Plantae,Plantae,Magnoliopsida,Bignoniaceae,Kigelia,,,,
Klambothrips myopori,,,,,1,Insecta,Animalia,Insecta,Phlaeothripidae,Klambothrips,,,,
Koelreuteria bipinnata,,,,,9,Plantae,Plantae,Magnoliopsida,Sapindaceae,Koelreuteria,,,,
Koelreuteria elegans,,,,,31,Plantae,Plantae,Magnoliopsida,Sapindaceae,Koelreuteria,,,,
Koelreuteria paniculata,,,,,1,Plantae,Plantae,Magnoliopsida,Sapindaceae,Koelreuteria,,,,
Kopsia fruticosa,,,,,1,Plantae,Plantae,Magnoliopsida,Apocynaceae,Kopsia,,,,
Krananda falcata,,,,,1,Insecta,Animalia,Insecta,Geometridae,Krananda,,,,
Krananda latimarginaria,,,,,3,Insecta,Animalia,Insecta,Geometridae,Krananda,,,,
Krugiodendron ferreum,,,,,1,Plantae,Plantae,Magnoliopsida,Rhamnaceae,Krugiodendron,,,,
Labdia semicoccinea,,,,,2,Insecta,Animalia,Insecta,Cosmopterigidae,Labdia,,,,
Labeo rohita,,,,,1,Actinopterygii,Animalia,Actinopterygii,Cyprinidae,Labeo,,,,
Labidochromis caeruleus,,,,,1,Actinopterygii,Animalia,Actinopterygii,Cichlidae,Labidochromis,,,,
Lablab purpureus,,,,,1,Plantae,Plantae,Magnoliopsida,Fabaceae,Lablab,,,,
Lactuca sativa,,,,,4,Plantae,Plantae,Magnoliopsida,Asteraceae,Lactuca,,,,
Laevicaulis alte,,,,,31,Mollusca,Animalia,Gastropoda,Veronicellidae,Laevicaulis,,,,
Lagerstroemia indica,,,,,49,Plantae,Plantae,Magnoliopsida,Lythraceae,Lagerstroemia,,,,
Lagerstroemia speciosa,大花紫薇,Lagerstroemia speciosa,133607,species,59,Plantae,Plantae,Magnoliopsida,Lythraceae,Lagerstroemia,10667,iNaturalist,,2026-06-16T19:06:33
Lagerstroemia subcostata,,,,,2,Plantae,Plantae,Magnoliopsida,Lythraceae,Lagerstroemia,,,,
Lalage melaschistos,,,,,1,Aves,Animalia,Aves,Campephagidae,Lalage,,,,
Lamium hybridum,,,,,1,Plantae,Plantae,Magnoliopsida,Lamiaceae,Lamium,,,,
Lampides boeticus,,,,,11,Insecta,Animalia,Insecta,Lycaenidae,Lampides,,,,
Lamproptera curius,,,,,2,Insecta,Animalia,Insecta,Papilionidae,Lamproptera,,,,
Lamprosema commixta,,,,,1,Insecta,Animalia,Insecta,Crambidae,Lamprosema,,,,
Lamprosema tampiusalis,,,,,1,Insecta,Animalia,Insecta,Crambidae,Lamprosema,,,,
Lanius cristatus,,,,,6,Aves,Animalia,Aves,Laniidae,Lanius,,,,
Lanius schach,,,,,22,Aves,Animalia,Aves,Laniidae,Lanius,,,,
Lantana camara,马缨丹,Lantana camara,50333,species,207,Plantae,Plantae,Magnoliopsida,Verbenaceae,Lantana,95095,iNaturalist,,2026-06-16T19:03:10
Lantana depressa,,,,,5,Plantae,Plantae,Magnoliopsida,Verbenaceae,Lantana,,,,
Lantana horrida,,,,,1,Plantae,Plantae,Magnoliopsida,Verbenaceae,Lantana,,,,
Lantana montevidensis,,,,,40,Plantae,Plantae,Magnoliopsida,Verbenaceae,Lantana,,,,
Lantana strigocamara,,,,,18,Plantae,Plantae,Magnoliopsida,Verbenaceae,Lantana,,,,
Lantana trifolia,,,,,1,Plantae,Plantae,Magnoliopsida,Verbenaceae,Lantana,,,,
Laportea aestuans,,,,,2,Plantae,Plantae,Magnoliopsida,Urticaceae,Laportea,,,,
Lasia spinosa,,,,,1,Plantae,Plantae,Liliopsida,Araceae,Lasia,,,,
Lasianthaea fruticosa,,,,,1,Plantae,Plantae,Magnoliopsida,Asteraceae,Lasianthaea,,,,
Lasianthus chinensis,,,,,1,Plantae,Plantae,Magnoliopsida,Rubiaceae,Lasianthus,,,,
Lasioderma serricorne,,,,,5,Insecta,Animalia,Insecta,Ptinidae,Lasioderma,,,,
Lasioglossum albescens,,,,,1,Insecta,Animalia,Insecta,Halictidae,Lasioglossum,,,,
Lates calcarifer,,,,,1,Actinopterygii,Animalia,Actinopterygii,Latidae,Lates,,,,
Lavandula angustifolia,,,,,1,Plantae,Plantae,Magnoliopsida,Lamiaceae,Lavandula,,,,
Lawana imitata,,,,,4,Insecta,Animalia,Insecta,Flatidae,Lawana,,,,
Lecanora carpinea,,,,,1,Fungi,Fungi,Lecanoromycetes,Lecanoraceae,Lecanora,,,,
Lecanora rupicola,,,,,3,Fungi,Fungi,Lecanoromycetes,Lecanoraceae,Lecanora,,,,
Lecanora strobilina,,,,,1,Fungi,Fungi,Lecanoromycetes,Lecanoraceae,Lecanora,,,,
Lecanora thysanophora,,,,,6,Fungi,Fungi,Lecanoromycetes,Lecanoraceae,Lecanora,,,,
